loan_id,disbursal_month,disbursal_date,segment,city_tier,loan_amount,tenure_months,interest_rate,bureau_risk_score,is_bad_vintage
L2857,2025-09,2025-09-01,Salaried,Tier 2,79699,24,16.84,782,False
L2858,2025-09,2025-09-01,Salaried,Tier 3,85273,12,14.75,733,False
L2859,2025-09,2025-09-01,Self-Employed,Tier 2,79071,48,11.65,862,False
L2860,2025-09,2025-09-01,Self-Employed,Tier 3,105048,36,15.86,616,False
L2861,2025-09,2025-09-01,Self-Employed,Tier 1,127685,48,17.58,786,False
L2862,2025-09,2025-09-01,Self-Employed,Tier 1,24167,24,12.15,678,False
L2863,2025-09,2025-09-01,Salaried,Tier 2,95763,24,17.4,688,False
L2864,2025-09,2025-09-01,Salaried,Tier 1,60811,12,11.82,594,False
L2865,2025-09,2025-09-01,Self-Employed,Tier 3,101424,48,14.92,800,False
L2866,2025-09,2025-09-01,Salaried,Tier 2,97182,24,17.88,728,False
L2867,2025-09,2025-09-01,Salaried,Tier 1,61745,24,17.47,707,False
L2868,2025-09,2025-09-01,Self-Employed,Tier 2,93610,48,15.59,507,False
L2869,2025-09,2025-09-01,Salaried,Tier 2,68799,36,21.07,744,False
L2870,2025-09,2025-09-01,Self-Employed,Tier 1,74584,12,16.04,755,False
L2871,2025-09,2025-09-01,Self-Employed,Tier 1,68425,24,12.57,671,False
L2872,2025-09,2025-09-01,Salaried,Tier 2,62087,48,21.4,585,False
L2873,2025-09,2025-09-01,Salaried,Tier 1,104141,36,20.26,794,False
L2874,2025-09,2025-09-01,Salaried,Tier 1,27755,24,16.36,486,False
L2875,2025-09,2025-09-01,Salaried,Tier 1,87685,36,18.52,687,False
L2876,2025-09,2025-09-01,Salaried,Tier 1,86969,24,20.45,707,False
L2877,2025-09,2025-09-01,Salaried,Tier 2,100162,12,15.34,668,False
L2878,2025-09,2025-09-01,Self-Employed,Tier 1,29750,24,19.13,731,False
L2879,2025-09,2025-09-01,Self-Employed,Tier 2,69489,24,19.51,638,False
L2880,2025-09,2025-09-01,Self-Employed,Tier 1,84422,36,17.84,776,False
L2881,2025-09,2025-09-01,Self-Employed,Tier 2,63610,48,20.87,606,False
L2882,2025-09,2025-09-01,Self-Employed,Tier 1,94257,24,16.12,630,False
L2883,2025-09,2025-09-01,Self-Employed,Tier 2,106741,36,20.46,510,False
L2884,2025-09,2025-09-01,Salaried,Tier 1,74777,24,13.75,759,False
L2885,2025-09,2025-09-01,Salaried,Tier 1,59869,48,14.46,691,False
L2886,2025-09,2025-09-01,Salaried,Tier 3,89499,36,12.64,707,False
L2887,2025-09,2025-09-01,Salaried,Tier 2,104821,36,12.87,801,False
L2888,2025-09,2025-09-01,Self-Employed,Tier 2,117596,36,12.7,806,False
L2889,2025-09,2025-09-01,Self-Employed,Tier 1,84028,12,21.2,696,False
L2890,2025-09,2025-09-01,Salaried,Tier 2,53571,24,20.52,668,False
L2891,2025-09,2025-09-01,Salaried,Tier 1,78045,48,19.91,578,False
L2892,2025-09,2025-09-01,Salaried,Tier 1,125533,12,20.56,660,False
L2893,2025-09,2025-09-01,Salaried,Tier 1,110011,48,11.7,540,False
L2894,2025-09,2025-09-01,Salaried,Tier 2,86814,48,19.46,648,False
L2895,2025-09,2025-09-01,Salaried,Tier 1,73116,48,14.17,824,False
L2896,2025-09,2025-09-01,Salaried,Tier 1,69215,12,16.05,691,False
L2897,2025-09,2025-09-01,Self-Employed,Tier 2,83239,48,20.62,829,False
L2898,2025-09,2025-09-01,Salaried,Tier 1,84806,24,14.46,676,False
L2899,2025-09,2025-09-01,Salaried,Tier 1,86106,48,14.77,677,False
L2900,2025-09,2025-09-01,Self-Employed,Tier 1,62828,24,18.72,709,False
L2901,2025-09,2025-09-01,Salaried,Tier 2,85337,24,20.27,575,False
L2902,2025-09,2025-09-01,Salaried,Tier 3,83950,12,16.81,888,False
L2903,2025-09,2025-09-01,Salaried,Tier 1,68074,12,18.59,667,False
L2904,2025-09,2025-09-01,Salaried,Tier 2,143910,48,17.07,817,False
L2905,2025-09,2025-09-01,Self-Employed,Tier 1,91418,24,12.34,742,False
L2906,2025-09,2025-09-01,Salaried,Tier 2,59121,24,13.52,811,False
L2907,2025-09,2025-09-01,Self-Employed,Tier 3,129904,24,20.81,666,False
L2908,2025-09,2025-09-01,Salaried,Tier 1,79375,36,16.16,619,False
L2909,2025-09,2025-09-01,Salaried,Tier 3,84199,36,15.63,760,False
L2910,2025-09,2025-09-01,Self-Employed,Tier 1,95388,48,21.85,519,False
L2911,2025-09,2025-09-01,Salaried,Tier 1,107833,36,13.0,654,False
L2912,2025-09,2025-09-01,Salaried,Tier 1,44510,36,11.84,613,False
L2913,2025-09,2025-09-01,Salaried,Tier 2,103690,24,20.21,646,False
L2914,2025-09,2025-09-01,Salaried,Tier 3,44780,48,17.9,699,False
L2915,2025-09,2025-09-01,Self-Employed,Tier 1,100972,48,14.26,784,False
L2916,2025-09,2025-09-01,Salaried,Tier 2,99805,36,15.71,745,False
L2917,2025-09,2025-09-01,Self-Employed,Tier 2,85750,24,19.89,707,False
L2918,2025-09,2025-09-01,Salaried,Tier 1,89643,24,14.34,728,False
L2919,2025-09,2025-09-01,Self-Employed,Tier 1,100226,48,20.74,746,False
L2920,2025-09,2025-09-01,Salaried,Tier 1,89493,36,15.02,738,False
L2921,2025-09,2025-09-01,Salaried,Tier 2,79767,48,13.33,771,False
L2922,2025-09,2025-09-01,Salaried,Tier 3,137959,48,13.77,613,False
L2923,2025-09,2025-09-01,Salaried,Tier 2,76762,48,17.55,706,False
L2924,2025-09,2025-09-01,Self-Employed,Tier 1,71265,36,20.44,786,False
L2925,2025-09,2025-09-01,Self-Employed,Tier 2,138389,24,16.25,745,False
L2926,2025-09,2025-09-01,Salaried,Tier 1,33879,12,16.85,647,False
L2927,2025-09,2025-09-01,Self-Employed,Tier 2,114998,24,19.49,733,False
L2928,2025-09,2025-09-01,Salaried,Tier 1,86227,48,20.41,489,False
L2929,2025-09,2025-09-01,Salaried,Tier 1,84207,48,12.67,774,False
L2930,2025-09,2025-09-01,Salaried,Tier 2,93106,24,14.4,672,False
L2931,2025-09,2025-09-01,Salaried,Tier 1,118191,36,12.84,615,False
L2932,2025-09,2025-09-01,Self-Employed,Tier 2,88658,24,14.13,505,False
L2933,2025-09,2025-09-01,Self-Employed,Tier 2,131935,48,15.02,787,False
L2934,2025-09,2025-09-01,Self-Employed,Tier 2,106759,24,15.03,683,False
L2935,2025-09,2025-09-01,Salaried,Tier 3,92178,12,18.86,809,False
L2936,2025-09,2025-09-01,Salaried,Tier 3,78447,36,19.96,609,False
L2937,2025-09,2025-09-01,Salaried,Tier 2,59201,36,12.42,638,False
L2938,2025-09,2025-09-01,Self-Employed,Tier 3,103587,48,11.76,725,False
L2939,2025-09,2025-09-01,Self-Employed,Tier 1,94806,36,12.24,579,False
L2940,2025-09,2025-09-01,Self-Employed,Tier 2,50308,24,16.6,888,False
L2941,2025-09,2025-09-01,Salaried,Tier 1,108542,12,11.74,711,False
L2942,2025-09,2025-09-01,Self-Employed,Tier 2,108237,12,21.85,723,False
L2943,2025-09,2025-09-01,Self-Employed,Tier 1,61830,36,15.52,763,False
L2944,2025-09,2025-09-01,Salaried,Tier 2,60430,36,17.59,603,False
L2945,2025-09,2025-09-01,Salaried,Tier 1,97418,36,13.27,759,False
L2946,2025-09,2025-09-01,Salaried,Tier 3,111671,48,18.11,478,False
L2947,2025-09,2025-09-01,Self-Employed,Tier 2,119043,48,21.49,510,False
L2948,2025-09,2025-09-01,Salaried,Tier 1,99724,12,21.01,725,False
L2949,2025-09,2025-09-01,Salaried,Tier 1,118168,24,15.32,542,False
L2950,2025-09,2025-09-01,Salaried,Tier 3,108934,12,21.45,611,False
L2951,2025-09,2025-09-01,Salaried,Tier 1,63182,48,19.21,787,False
L2952,2025-09,2025-09-01,Salaried,Tier 1,88211,36,12.44,673,False
L2953,2025-09,2025-09-01,Salaried,Tier 2,81009,36,14.99,611,False
L2954,2025-09,2025-09-01,Salaried,Tier 2,86928,24,20.49,663,False
L2955,2025-09,2025-09-01,Salaried,Tier 2,50066,12,18.35,642,False
L2956,2025-09,2025-09-01,Salaried,Tier 2,71736,24,20.58,723,False
L2957,2025-09,2025-09-01,Salaried,Tier 2,32232,12,20.13,814,False
L2958,2025-09,2025-09-01,Salaried,Tier 1,89704,36,14.72,581,False
L2959,2025-09,2025-09-01,Salaried,Tier 1,116003,12,20.25,811,False
L2960,2025-09,2025-09-01,Self-Employed,Tier 2,104584,24,21.84,808,False
L2961,2025-09,2025-09-01,Self-Employed,Tier 1,76117,48,11.89,652,False
L2962,2025-09,2025-09-01,Salaried,Tier 2,110366,48,20.01,691,False
L2963,2025-09,2025-09-01,Self-Employed,Tier 3,148236,24,20.07,688,False
L2964,2025-09,2025-09-01,Self-Employed,Tier 2,149217,24,12.05,622,False
L2965,2025-09,2025-09-01,Salaried,Tier 1,67205,48,20.62,616,False
L2966,2025-09,2025-09-01,Salaried,Tier 1,78861,36,14.61,581,False
L2967,2025-09,2025-09-01,Salaried,Tier 2,116738,48,19.19,789,False
L2968,2025-09,2025-09-01,Self-Employed,Tier 2,77628,12,11.56,549,False
L2969,2025-09,2025-09-01,Self-Employed,Tier 1,122343,36,12.21,672,False
L2970,2025-09,2025-09-01,Self-Employed,Tier 3,68530,48,15.42,766,False
L2971,2025-09,2025-09-01,Self-Employed,Tier 3,100202,12,19.01,627,False
L2972,2025-09,2025-09-01,Self-Employed,Tier 3,121053,48,13.2,607,False
L2973,2025-09,2025-09-01,Salaried,Tier 2,46634,48,17.49,712,False
L2974,2025-09,2025-09-01,Salaried,Tier 1,114747,36,20.09,695,False
L2975,2025-09,2025-09-01,Salaried,Tier 1,88273,24,16.35,628,False
L2976,2025-09,2025-09-01,Self-Employed,Tier 3,107778,12,19.67,714,False
L2977,2025-09,2025-09-01,Salaried,Tier 1,90931,24,15.98,665,False
L2978,2025-09,2025-09-01,Salaried,Tier 1,80256,24,14.8,687,False
L2979,2025-09,2025-09-01,Self-Employed,Tier 1,101422,12,15.78,819,False
L2980,2025-09,2025-09-01,Salaried,Tier 2,113623,12,11.66,552,False
L2981,2025-10,2025-10-01,Self-Employed,Tier 3,78148,48,19.75,707,False
L2982,2025-10,2025-10-01,Self-Employed,Tier 2,78825,12,14.99,839,False
L2983,2025-10,2025-10-01,Self-Employed,Tier 3,147278,12,12.76,586,False
L2984,2025-10,2025-10-01,Self-Employed,Tier 1,58989,12,12.67,672,False
L2985,2025-10,2025-10-01,Salaried,Tier 1,28054,12,15.18,789,False
L2986,2025-10,2025-10-01,Salaried,Tier 1,70614,12,12.2,746,False
L2987,2025-10,2025-10-01,Self-Employed,Tier 2,140599,36,21.95,617,False
L2988,2025-10,2025-10-01,Self-Employed,Tier 1,84306,12,17.83,600,False
L2989,2025-10,2025-10-01,Salaried,Tier 3,109107,12,18.71,637,False
L2990,2025-10,2025-10-01,Salaried,Tier 1,98521,36,11.54,637,False
L2991,2025-10,2025-10-01,Salaried,Tier 2,113315,12,20.06,583,False
L2992,2025-10,2025-10-01,Self-Employed,Tier 1,129538,24,15.87,627,False
L2993,2025-10,2025-10-01,Salaried,Tier 2,106760,48,15.39,643,False
L2994,2025-10,2025-10-01,Salaried,Tier 1,64792,24,21.93,644,False
L2995,2025-10,2025-10-01,Salaried,Tier 1,116489,48,14.96,726,False
L2996,2025-10,2025-10-01,Salaried,Tier 2,77164,12,20.4,668,False
L2997,2025-10,2025-10-01,Salaried,Tier 1,30629,36,15.93,862,False
L2998,2025-10,2025-10-01,Salaried,Tier 1,113858,36,15.57,578,False
L2999,2025-10,2025-10-01,Self-Employed,Tier 1,85141,12,18.8,780,False
L3000,2025-10,2025-10-01,Self-Employed,Tier 2,32796,12,17.69,806,False
L3001,2025-10,2025-10-01,Salaried,Tier 1,78551,24,12.24,746,False
L3002,2025-10,2025-10-01,Salaried,Tier 3,124899,24,17.05,765,False
L3003,2025-10,2025-10-01,Self-Employed,Tier 1,85565,36,12.71,776,False
L3004,2025-10,2025-10-01,Self-Employed,Tier 3,103115,12,18.06,651,False
L3005,2025-10,2025-10-01,Salaried,Tier 3,133009,36,19.97,512,False
L3006,2025-10,2025-10-01,Salaried,Tier 2,134569,24,16.78,595,False
L3007,2025-10,2025-10-01,Salaried,Tier 2,121311,48,14.57,690,False
L3008,2025-10,2025-10-01,Self-Employed,Tier 2,71974,48,15.26,628,False
L3009,2025-10,2025-10-01,Self-Employed,Tier 2,75593,48,21.93,704,False
L3010,2025-10,2025-10-01,Self-Employed,Tier 1,98686,36,18.33,607,False
L3011,2025-10,2025-10-01,Self-Employed,Tier 2,131326,12,13.88,683,False
L3012,2025-10,2025-10-01,Salaried,Tier 2,70921,36,18.29,623,False
L3013,2025-10,2025-10-01,Self-Employed,Tier 1,77888,24,12.22,754,False
L3014,2025-10,2025-10-01,Salaried,Tier 1,114823,48,13.49,675,False
L3015,2025-10,2025-10-01,Salaried,Tier 1,103529,36,17.31,812,False
L3016,2025-10,2025-10-01,Salaried,Tier 1,86919,12,17.27,613,False
L3017,2025-10,2025-10-01,Salaried,Tier 1,54331,12,15.07,719,False
L3018,2025-10,2025-10-01,Self-Employed,Tier 1,65076,24,21.78,650,False
L3019,2025-10,2025-10-01,Self-Employed,Tier 1,103551,12,16.09,734,False
L3020,2025-10,2025-10-01,Self-Employed,Tier 3,107879,24,12.3,708,False
L3021,2025-10,2025-10-01,Salaried,Tier 3,110138,24,14.65,747,False
L3022,2025-10,2025-10-01,Self-Employed,Tier 1,96772,48,14.33,492,False
L3023,2025-10,2025-10-01,Self-Employed,Tier 2,158407,48,14.84,613,False
L3024,2025-10,2025-10-01,Salaried,Tier 3,75501,48,17.88,734,False
L3025,2025-10,2025-10-01,Salaried,Tier 3,104100,24,19.63,689,False
L3026,2025-10,2025-10-01,Salaried,Tier 2,111722,24,16.01,756,False
L3027,2025-10,2025-10-01,Salaried,Tier 1,117982,12,14.9,831,False
L3028,2025-10,2025-10-01,Salaried,Tier 2,98647,24,18.1,784,False
L3029,2025-10,2025-10-01,Salaried,Tier 1,124484,48,11.51,538,False
L3030,2025-10,2025-10-01,Salaried,Tier 1,125418,12,18.48,538,False
L3031,2025-10,2025-10-01,Self-Employed,Tier 1,79351,48,17.31,900,False
L3032,2025-10,2025-10-01,Self-Employed,Tier 2,53124,36,19.0,863,False
L3033,2025-10,2025-10-01,Self-Employed,Tier 2,15000,36,13.48,719,False
L3034,2025-10,2025-10-01,Salaried,Tier 1,114234,36,14.81,676,False
L3035,2025-10,2025-10-01,Self-Employed,Tier 1,35225,48,19.04,770,False
L3036,2025-10,2025-10-01,Salaried,Tier 2,123953,24,16.15,686,False
L3037,2025-10,2025-10-01,Salaried,Tier 2,81055,24,13.27,617,False
L3038,2025-10,2025-10-01,Salaried,Tier 1,56258,48,15.02,542,False
L3039,2025-10,2025-10-01,Salaried,Tier 2,112042,12,13.35,548,False
L3040,2025-10,2025-10-01,Salaried,Tier 1,92743,24,20.93,643,False
L3041,2025-10,2025-10-01,Salaried,Tier 3,123702,36,15.43,740,False
L3042,2025-10,2025-10-01,Salaried,Tier 2,112019,48,17.1,516,False
L3043,2025-10,2025-10-01,Self-Employed,Tier 3,133551,36,19.27,635,False
L3044,2025-10,2025-10-01,Salaried,Tier 1,104008,12,12.75,632,False
L3045,2025-10,2025-10-01,Self-Employed,Tier 1,95613,36,12.32,714,False
L3046,2025-10,2025-10-01,Self-Employed,Tier 3,106675,48,16.62,693,False
L3047,2025-10,2025-10-01,Self-Employed,Tier 1,39959,48,17.78,620,False
L3048,2025-10,2025-10-01,Self-Employed,Tier 1,116131,24,15.81,655,False
L3049,2025-10,2025-10-01,Self-Employed,Tier 2,104542,12,16.71,652,False
L3050,2025-10,2025-10-01,Salaried,Tier 3,70636,24,15.12,589,False
L3051,2025-10,2025-10-01,Self-Employed,Tier 3,91209,12,15.94,519,False
L3052,2025-10,2025-10-01,Self-Employed,Tier 1,93713,24,14.8,689,False
L3053,2025-10,2025-10-01,Self-Employed,Tier 1,51458,12,21.02,650,False
L3054,2025-10,2025-10-01,Self-Employed,Tier 3,72356,48,19.73,697,False
L3055,2025-10,2025-10-01,Salaried,Tier 3,103635,48,12.85,569,False
L3056,2025-10,2025-10-01,Salaried,Tier 1,117210,48,16.76,726,False
L3057,2025-10,2025-10-01,Self-Employed,Tier 1,51676,36,21.43,784,False
L3058,2025-10,2025-10-01,Self-Employed,Tier 1,64926,12,12.17,709,False
L3059,2025-10,2025-10-01,Salaried,Tier 2,76946,24,21.53,736,False
L3060,2025-10,2025-10-01,Salaried,Tier 1,134112,48,16.37,672,False
L3061,2025-10,2025-10-01,Self-Employed,Tier 1,75461,48,16.72,692,False
L3062,2025-10,2025-10-01,Salaried,Tier 3,134217,36,12.03,640,False
L3063,2025-10,2025-10-01,Salaried,Tier 1,104409,36,20.62,657,False
L3064,2025-10,2025-10-01,Self-Employed,Tier 2,79092,36,16.64,699,False
L3065,2025-10,2025-10-01,Salaried,Tier 1,80937,48,18.66,822,False
L3066,2025-10,2025-10-01,Salaried,Tier 3,100510,12,20.19,629,False
L3067,2025-10,2025-10-01,Salaried,Tier 2,93749,24,17.15,571,False
L3068,2025-10,2025-10-01,Salaried,Tier 2,101612,36,12.25,511,False
L3069,2025-10,2025-10-01,Salaried,Tier 1,114680,48,15.62,710,False
L3070,2025-10,2025-10-01,Salaried,Tier 1,119623,12,21.77,780,False
L3071,2025-10,2025-10-01,Salaried,Tier 1,149216,12,16.14,646,False
L3072,2025-10,2025-10-01,Salaried,Tier 2,101679,36,12.02,762,False
L3073,2025-10,2025-10-01,Self-Employed,Tier 2,27835,24,14.69,661,False
L3074,2025-10,2025-10-01,Salaried,Tier 1,53683,36,12.77,683,False
L3075,2025-10,2025-10-01,Salaried,Tier 2,111907,36,16.41,646,False
L3076,2025-10,2025-10-01,Salaried,Tier 2,29969,12,16.42,755,False
L3077,2025-10,2025-10-01,Salaried,Tier 1,105675,48,18.26,621,False
L3078,2025-10,2025-10-01,Self-Employed,Tier 1,38399,36,17.29,776,False
L3079,2025-10,2025-10-01,Salaried,Tier 2,54957,24,18.62,771,False
L3080,2025-10,2025-10-01,Salaried,Tier 1,70343,48,12.43,670,False
L3081,2025-10,2025-10-01,Self-Employed,Tier 3,65154,36,16.82,741,False
L3082,2025-10,2025-10-01,Self-Employed,Tier 2,95591,24,15.03,497,False
L3083,2025-10,2025-10-01,Salaried,Tier 1,136683,48,19.04,702,False
L3084,2025-10,2025-10-01,Salaried,Tier 1,127032,48,21.82,770,False
L3085,2025-10,2025-10-01,Self-Employed,Tier 3,101390,48,15.43,651,False
L3086,2025-10,2025-10-01,Salaried,Tier 1,99788,12,12.07,762,False
L3087,2025-10,2025-10-01,Self-Employed,Tier 2,83143,24,20.2,675,False
L3088,2025-10,2025-10-01,Self-Employed,Tier 1,67918,12,18.36,576,False
L3089,2025-10,2025-10-01,Salaried,Tier 1,97679,12,17.14,579,False
L3090,2025-10,2025-10-01,Self-Employed,Tier 1,99603,24,21.43,747,False
L3091,2025-10,2025-10-01,Salaried,Tier 1,96715,12,16.44,603,False
L3092,2025-10,2025-10-01,Salaried,Tier 2,113432,36,18.46,451,False
L3093,2025-10,2025-10-01,Salaried,Tier 2,121854,36,14.59,807,False
L3094,2025-10,2025-10-01,Self-Employed,Tier 1,141884,36,15.55,599,False
L3095,2025-10,2025-10-01,Self-Employed,Tier 2,93619,24,18.43,621,False
L3096,2025-10,2025-10-01,Salaried,Tier 2,91167,12,15.12,502,False
L3097,2025-10,2025-10-01,Salaried,Tier 2,64968,12,12.4,658,False
L3098,2025-10,2025-10-01,Salaried,Tier 3,132918,36,21.45,773,False
L3099,2025-10,2025-10-01,Self-Employed,Tier 3,51671,24,18.07,821,False
L3100,2025-10,2025-10-01,Salaried,Tier 1,135963,48,17.36,666,False
L3101,2025-10,2025-10-01,Salaried,Tier 2,19708,24,15.55,624,False
L3102,2025-10,2025-10-01,Salaried,Tier 2,81046,24,14.24,651,False
L3103,2025-10,2025-10-01,Salaried,Tier 3,70546,48,17.55,700,False
L3104,2025-10,2025-10-01,Self-Employed,Tier 2,116779,48,13.62,856,False
L3105,2025-10,2025-10-01,Salaried,Tier 1,110654,12,12.33,658,False
L3106,2025-10,2025-10-01,Salaried,Tier 1,39166,36,19.05,723,False
L3107,2025-10,2025-10-01,Salaried,Tier 2,79175,12,17.46,794,False
L3108,2025-10,2025-10-01,Self-Employed,Tier 1,113398,24,13.64,581,False
L3109,2025-10,2025-10-01,Self-Employed,Tier 3,54210,48,12.14,644,False
L3110,2025-10,2025-10-01,Self-Employed,Tier 3,40447,24,14.3,683,False
L3111,2025-10,2025-10-01,Salaried,Tier 2,69121,48,12.63,859,False
L3112,2025-10,2025-10-01,Self-Employed,Tier 1,44673,24,12.49,672,False
L3113,2025-10,2025-10-01,Salaried,Tier 1,125915,24,13.08,610,False
L3114,2025-10,2025-10-01,Self-Employed,Tier 1,76827,36,15.67,650,False
L3115,2025-10,2025-10-01,Salaried,Tier 2,96508,24,19.39,738,False
L3116,2025-10,2025-10-01,Salaried,Tier 2,144232,48,17.96,729,False
L3117,2025-10,2025-10-01,Salaried,Tier 3,38861,48,11.98,672,False
L3118,2025-10,2025-10-01,Salaried,Tier 2,85066,36,16.3,831,False
L3119,2025-10,2025-10-01,Salaried,Tier 1,104435,36,12.47,591,False
L3120,2025-10,2025-10-01,Self-Employed,Tier 2,91162,48,12.11,618,False
L3121,2025-10,2025-10-01,Salaried,Tier 1,103524,36,12.77,698,False
L3122,2025-10,2025-10-01,Salaried,Tier 1,74684,36,18.1,560,False
L3123,2025-10,2025-10-01,Salaried,Tier 1,43073,48,21.48,663,False
L3124,2025-10,2025-10-01,Salaried,Tier 1,91834,12,13.46,639,False
L3125,2025-10,2025-10-01,Self-Employed,Tier 1,96470,24,11.7,648,False
L3126,2025-10,2025-10-01,Salaried,Tier 3,103589,12,18.39,724,False
L3127,2025-10,2025-10-01,Self-Employed,Tier 1,81194,48,15.32,714,False
L3128,2025-10,2025-10-01,Self-Employed,Tier 1,21530,48,17.23,812,False
L3129,2025-10,2025-10-01,Self-Employed,Tier 3,60945,36,17.66,555,False
L3130,2025-10,2025-10-01,Salaried,Tier 3,57386,24,13.37,629,False
L3131,2025-10,2025-10-01,Self-Employed,Tier 2,150155,36,18.09,661,False
L3132,2025-10,2025-10-01,Salaried,Tier 1,136962,36,21.83,598,False
L3133,2025-10,2025-10-01,Salaried,Tier 1,64253,12,17.81,630,False
L3134,2025-10,2025-10-01,Salaried,Tier 1,64724,36,18.58,764,False
L3135,2025-10,2025-10-01,Salaried,Tier 2,94450,12,19.53,649,False
L3136,2025-10,2025-10-01,Salaried,Tier 2,139403,12,17.72,663,False
L3137,2025-10,2025-10-01,Salaried,Tier 1,104184,24,17.95,434,False
L3138,2025-10,2025-10-01,Salaried,Tier 1,64191,48,15.44,639,False
L3139,2025-10,2025-10-01,Salaried,Tier 1,77045,36,15.95,579,False
L3140,2025-10,2025-10-01,Salaried,Tier 1,94507,12,14.34,685,False
L3141,2025-10,2025-10-01,Self-Employed,Tier 2,54920,48,17.2,666,False
L3142,2025-10,2025-10-01,Self-Employed,Tier 1,171454,24,13.86,540,False
L3143,2025-10,2025-10-01,Salaried,Tier 3,28194,36,17.44,710,False
L3144,2025-10,2025-10-01,Salaried,Tier 1,118349,12,21.58,717,False
L3145,2025-10,2025-10-01,Salaried,Tier 1,135580,12,19.16,690,False
L3146,2025-10,2025-10-01,Salaried,Tier 3,69708,12,15.4,669,False
L3147,2025-10,2025-10-01,Salaried,Tier 3,149992,48,18.06,585,False
L3148,2025-10,2025-10-01,Salaried,Tier 1,123422,36,16.63,680,False
L3149,2025-10,2025-10-01,Salaried,Tier 1,51687,48,12.98,582,False
L3150,2025-10,2025-10-01,Salaried,Tier 2,138539,48,15.44,620,False
L3151,2025-10,2025-10-01,Salaried,Tier 2,133642,12,17.61,849,False
L3152,2025-10,2025-10-01,Self-Employed,Tier 1,38875,48,12.72,734,False
L3153,2025-10,2025-10-01,Self-Employed,Tier 2,135483,24,21.39,544,False
L3154,2025-10,2025-10-01,Self-Employed,Tier 2,103631,24,16.0,700,False
L3155,2025-10,2025-10-01,Salaried,Tier 1,158227,48,17.43,710,False
L3156,2025-10,2025-10-01,Self-Employed,Tier 2,66781,48,19.04,688,False
L3157,2025-10,2025-10-01,Salaried,Tier 1,74014,48,18.91,606,False
L3158,2025-10,2025-10-01,Self-Employed,Tier 2,82424,36,17.04,662,False
L3159,2025-10,2025-10-01,Salaried,Tier 3,86631,24,12.75,604,False
L3160,2025-10,2025-10-01,Salaried,Tier 1,105314,24,21.98,828,False
L3161,2025-10,2025-10-01,Salaried,Tier 1,75643,24,12.93,726,False
L3162,2025-10,2025-10-01,Salaried,Tier 2,131884,24,12.16,755,False
L3163,2025-10,2025-10-01,Salaried,Tier 1,65708,48,12.19,732,False
L3164,2025-10,2025-10-01,Salaried,Tier 3,83532,24,11.56,623,False
L3165,2025-10,2025-10-01,Salaried,Tier 1,91209,24,12.67,760,False
L3166,2025-10,2025-10-01,Self-Employed,Tier 3,89693,12,21.73,705,False
L3167,2025-10,2025-10-01,Salaried,Tier 3,97919,12,20.39,564,False
L3168,2025-10,2025-10-01,Salaried,Tier 1,123373,36,17.17,612,False
L3169,2025-10,2025-10-01,Salaried,Tier 3,121265,36,17.38,700,False
L3170,2025-10,2025-10-01,Self-Employed,Tier 1,42363,24,13.45,640,False
L3171,2025-10,2025-10-01,Salaried,Tier 1,58454,12,14.89,513,False
L3172,2025-10,2025-10-01,Salaried,Tier 2,131337,36,20.19,606,False
L3173,2025-10,2025-10-01,Salaried,Tier 2,146628,36,20.26,593,False
L3174,2025-10,2025-10-01,Salaried,Tier 2,33735,24,11.94,744,False
L3175,2025-10,2025-10-01,Salaried,Tier 1,116046,36,13.12,620,False
L3176,2025-10,2025-10-01,Self-Employed,Tier 3,112275,24,17.38,614,False
L3177,2025-10,2025-10-01,Self-Employed,Tier 2,121110,48,21.42,655,False
L3178,2025-10,2025-10-01,Salaried,Tier 1,57638,36,14.37,755,False
L3179,2025-10,2025-10-01,Salaried,Tier 2,59975,36,15.26,746,False
L3180,2025-10,2025-10-01,Salaried,Tier 2,43451,24,15.24,739,False
L3181,2025-10,2025-10-01,Salaried,Tier 1,76477,48,16.0,499,False
L3182,2025-10,2025-10-01,Self-Employed,Tier 2,121339,12,15.57,500,False
L3183,2025-10,2025-10-01,Self-Employed,Tier 3,74697,12,15.12,625,False
L3184,2025-10,2025-10-01,Salaried,Tier 2,104501,24,17.2,828,False
L3185,2025-10,2025-10-01,Self-Employed,Tier 1,79163,24,21.07,691,False
L3186,2025-10,2025-10-01,Salaried,Tier 1,95344,48,18.89,665,False
L3187,2025-10,2025-10-01,Salaried,Tier 2,102672,24,14.26,573,False
L3188,2025-10,2025-10-01,Self-Employed,Tier 2,123440,36,12.2,632,False
L3189,2025-10,2025-10-01,Self-Employed,Tier 1,66771,36,17.16,659,False
L3190,2025-10,2025-10-01,Salaried,Tier 1,134323,48,14.26,581,False
L3191,2025-10,2025-10-01,Salaried,Tier 1,52694,24,16.44,615,False
L3192,2025-10,2025-10-01,Salaried,Tier 1,131061,24,17.73,766,False
L3193,2025-10,2025-10-01,Salaried,Tier 1,79945,24,21.03,667,False
L3194,2025-10,2025-10-01,Salaried,Tier 2,147865,12,15.57,746,False
L3195,2025-10,2025-10-01,Self-Employed,Tier 1,116711,36,17.31,752,False
L3196,2025-10,2025-10-01,Self-Employed,Tier 1,117719,48,13.47,510,False
L3197,2025-10,2025-10-01,Salaried,Tier 3,77352,48,15.67,774,False
L3198,2025-10,2025-10-01,Self-Employed,Tier 1,104030,12,11.55,619,False
