loan_id,disbursal_month,snapshot_month,mob,dpd_bucket
L2029,2025-05,2025-11,6,Current
L2029,2025-05,2025-12,7,Current
L2029,2025-05,2026-01,8,Current
L2029,2025-05,2026-02,9,Current
L2029,2025-05,2026-03,10,Current
L2029,2025-05,2026-04,11,Current
L2029,2025-05,2026-05,12,Current
L2029,2025-05,2026-06,13,Current
L2030,2025-05,2025-06,1,Current
L2030,2025-05,2025-07,2,Current
L2030,2025-05,2025-08,3,Current
L2030,2025-05,2025-09,4,Current
L2030,2025-05,2025-10,5,Current
L2030,2025-05,2025-11,6,Current
L2030,2025-05,2025-12,7,Current
L2030,2025-05,2026-01,8,Current
L2030,2025-05,2026-02,9,Current
L2030,2025-05,2026-03,10,Current
L2030,2025-05,2026-04,11,Current
L2030,2025-05,2026-05,12,Current
L2030,2025-05,2026-06,13,Current
L2031,2025-05,2025-06,1,Current
L2031,2025-05,2025-07,2,Current
L2031,2025-05,2025-08,3,Current
L2031,2025-05,2025-09,4,Current
L2031,2025-05,2025-10,5,Current
L2031,2025-05,2025-11,6,Current
L2031,2025-05,2025-12,7,Current
L2031,2025-05,2026-01,8,Current
L2031,2025-05,2026-02,9,Current
L2031,2025-05,2026-03,10,Current
L2031,2025-05,2026-04,11,Current
L2031,2025-05,2026-05,12,Current
L2031,2025-05,2026-06,13,Current
L2032,2025-05,2025-06,1,Current
L2032,2025-05,2025-07,2,Current
L2032,2025-05,2025-08,3,Current
L2032,2025-05,2025-09,4,Current
L2032,2025-05,2025-10,5,Current
L2032,2025-05,2025-11,6,Current
L2032,2025-05,2025-12,7,Current
L2032,2025-05,2026-01,8,Current
L2032,2025-05,2026-02,9,Current
L2032,2025-05,2026-03,10,Current
L2032,2025-05,2026-04,11,Current
L2032,2025-05,2026-05,12,Current
L2032,2025-05,2026-06,13,Current
L2033,2025-05,2025-06,1,Current
L2033,2025-05,2025-07,2,Current
L2033,2025-05,2025-08,3,Current
L2033,2025-05,2025-09,4,Current
L2033,2025-05,2025-10,5,Current
L2033,2025-05,2025-11,6,Current
L2033,2025-05,2025-12,7,Current
L2033,2025-05,2026-01,8,30 DPD
L2033,2025-05,2026-02,9,Current
L2033,2025-05,2026-03,10,Current
L2033,2025-05,2026-04,11,Current
L2033,2025-05,2026-05,12,30 DPD
L2033,2025-05,2026-06,13,60 DPD
L2034,2025-05,2025-06,1,Current
L2034,2025-05,2025-07,2,Current
L2034,2025-05,2025-08,3,Current
L2034,2025-05,2025-09,4,Current
L2034,2025-05,2025-10,5,Current
L2034,2025-05,2025-11,6,Current
L2034,2025-05,2025-12,7,Current
L2034,2025-05,2026-01,8,Current
L2034,2025-05,2026-02,9,Current
L2034,2025-05,2026-03,10,Current
L2034,2025-05,2026-04,11,Current
L2034,2025-05,2026-05,12,Current
L2034,2025-05,2026-06,13,Current
L2035,2025-05,2025-06,1,Current
L2035,2025-05,2025-07,2,Current
L2035,2025-05,2025-08,3,Current
L2035,2025-05,2025-09,4,Current
L2035,2025-05,2025-10,5,Current
L2035,2025-05,2025-11,6,Current
L2035,2025-05,2025-12,7,30 DPD
L2035,2025-05,2026-01,8,30 DPD
L2035,2025-05,2026-02,9,30 DPD
L2035,2025-05,2026-03,10,60 DPD
L2035,2025-05,2026-04,11,60 DPD
L2035,2025-05,2026-05,12,60 DPD
L2035,2025-05,2026-06,13,90 DPD
L2036,2025-05,2025-06,1,Current
L2036,2025-05,2025-07,2,Current
L2036,2025-05,2025-08,3,Current
L2036,2025-05,2025-09,4,Current
L2036,2025-05,2025-10,5,Current
L2036,2025-05,2025-11,6,Current
L2036,2025-05,2025-12,7,30 DPD
L2036,2025-05,2026-01,8,60 DPD
L2036,2025-05,2026-02,9,Current
L2036,2025-05,2026-03,10,Current
L2036,2025-05,2026-04,11,Current
L2036,2025-05,2026-05,12,Current
L2036,2025-05,2026-06,13,Current
L2037,2025-05,2025-06,1,Current
L2037,2025-05,2025-07,2,Current
L2037,2025-05,2025-08,3,Current
L2037,2025-05,2025-09,4,Current
L2037,2025-05,2025-10,5,Current
L2037,2025-05,2025-11,6,Current
L2037,2025-05,2025-12,7,Current
L2037,2025-05,2026-01,8,Current
L2037,2025-05,2026-02,9,Current
L2037,2025-05,2026-03,10,Current
L2037,2025-05,2026-04,11,Current
L2037,2025-05,2026-05,12,Current
L2037,2025-05,2026-06,13,Current
L2038,2025-05,2025-06,1,Current
L2038,2025-05,2025-07,2,Current
L2038,2025-05,2025-08,3,Current
L2038,2025-05,2025-09,4,Current
L2038,2025-05,2025-10,5,Current
L2038,2025-05,2025-11,6,Current
L2038,2025-05,2025-12,7,Current
L2038,2025-05,2026-01,8,Current
L2038,2025-05,2026-02,9,Current
L2038,2025-05,2026-03,10,Current
L2038,2025-05,2026-04,11,Current
L2038,2025-05,2026-05,12,Current
L2038,2025-05,2026-06,13,Current
L2039,2025-05,2025-06,1,Current
L2039,2025-05,2025-07,2,Current
L2039,2025-05,2025-08,3,Current
L2039,2025-05,2025-09,4,Current
L2039,2025-05,2025-10,5,Current
L2039,2025-05,2025-11,6,Current
L2039,2025-05,2025-12,7,Current
L2039,2025-05,2026-01,8,Current
L2039,2025-05,2026-02,9,Current
L2039,2025-05,2026-03,10,Current
L2039,2025-05,2026-04,11,Current
L2039,2025-05,2026-05,12,Current
L2039,2025-05,2026-06,13,Current
L2040,2025-05,2025-06,1,Current
L2040,2025-05,2025-07,2,Current
L2040,2025-05,2025-08,3,Current
L2040,2025-05,2025-09,4,Current
L2040,2025-05,2025-10,5,Current
L2040,2025-05,2025-11,6,Current
L2040,2025-05,2025-12,7,Current
L2040,2025-05,2026-01,8,Current
L2040,2025-05,2026-02,9,Current
L2040,2025-05,2026-03,10,Current
L2040,2025-05,2026-04,11,Current
L2040,2025-05,2026-05,12,Current
L2040,2025-05,2026-06,13,Current
L2041,2025-05,2025-06,1,Current
L2041,2025-05,2025-07,2,Current
L2041,2025-05,2025-08,3,Current
L2041,2025-05,2025-09,4,Current
L2041,2025-05,2025-10,5,Current
L2041,2025-05,2025-11,6,Current
L2041,2025-05,2025-12,7,Current
L2041,2025-05,2026-01,8,Current
L2041,2025-05,2026-02,9,Current
L2041,2025-05,2026-03,10,Current
L2041,2025-05,2026-04,11,Current
L2041,2025-05,2026-05,12,Current
L2041,2025-05,2026-06,13,Current
L2042,2025-05,2025-06,1,Current
L2042,2025-05,2025-07,2,Current
L2042,2025-05,2025-08,3,Current
L2042,2025-05,2025-09,4,Current
L2042,2025-05,2025-10,5,Current
L2042,2025-05,2025-11,6,Current
L2042,2025-05,2025-12,7,Current
L2042,2025-05,2026-01,8,Current
L2042,2025-05,2026-02,9,Current
L2042,2025-05,2026-03,10,Current
L2042,2025-05,2026-04,11,Current
L2042,2025-05,2026-05,12,Current
L2042,2025-05,2026-06,13,Current
L2043,2025-05,2025-06,1,Current
L2043,2025-05,2025-07,2,Current
L2043,2025-05,2025-08,3,Current
L2043,2025-05,2025-09,4,Current
L2043,2025-05,2025-10,5,Current
L2043,2025-05,2025-11,6,Current
L2043,2025-05,2025-12,7,Current
L2043,2025-05,2026-01,8,Current
L2043,2025-05,2026-02,9,Current
L2043,2025-05,2026-03,10,Current
L2043,2025-05,2026-04,11,Current
L2043,2025-05,2026-05,12,Current
L2043,2025-05,2026-06,13,Current
L2044,2025-05,2025-06,1,30 DPD
L2044,2025-05,2025-07,2,60 DPD
L2044,2025-05,2025-08,3,60 DPD
L2044,2025-05,2025-09,4,60 DPD
L2044,2025-05,2025-10,5,60 DPD
L2044,2025-05,2025-11,6,Current
L2044,2025-05,2025-12,7,Current
L2044,2025-05,2026-01,8,Current
L2044,2025-05,2026-02,9,Current
L2044,2025-05,2026-03,10,Current
L2044,2025-05,2026-04,11,30 DPD
L2044,2025-05,2026-05,12,60 DPD
L2044,2025-05,2026-06,13,Current
L2045,2025-05,2025-06,1,Current
L2045,2025-05,2025-07,2,Current
L2045,2025-05,2025-08,3,Current
L2045,2025-05,2025-09,4,Current
L2045,2025-05,2025-10,5,Current
L2045,2025-05,2025-11,6,Current
L2045,2025-05,2025-12,7,30 DPD
L2045,2025-05,2026-01,8,Current
L2045,2025-05,2026-02,9,Current
L2045,2025-05,2026-03,10,Current
L2045,2025-05,2026-04,11,Current
L2045,2025-05,2026-05,12,Current
L2045,2025-05,2026-06,13,Current
L2046,2025-05,2025-06,1,Current
L2046,2025-05,2025-07,2,Current
L2046,2025-05,2025-08,3,Current
L2046,2025-05,2025-09,4,Current
L2046,2025-05,2025-10,5,Current
L2046,2025-05,2025-11,6,Current
L2046,2025-05,2025-12,7,Current
L2046,2025-05,2026-01,8,30 DPD
L2046,2025-05,2026-02,9,30 DPD
L2046,2025-05,2026-03,10,60 DPD
L2046,2025-05,2026-04,11,60 DPD
L2046,2025-05,2026-05,12,60 DPD
L2046,2025-05,2026-06,13,60 DPD
L2047,2025-05,2025-06,1,Current
L2047,2025-05,2025-07,2,Current
L2047,2025-05,2025-08,3,Current
L2047,2025-05,2025-09,4,Current
L2047,2025-05,2025-10,5,Current
L2047,2025-05,2025-11,6,Current
L2047,2025-05,2025-12,7,30 DPD
L2047,2025-05,2026-01,8,60 DPD
L2047,2025-05,2026-02,9,60 DPD
L2047,2025-05,2026-03,10,60 DPD
L2047,2025-05,2026-04,11,90 DPD
L2047,2025-05,2026-05,12,NPA
L2047,2025-05,2026-06,13,NPA
L2048,2025-05,2025-06,1,Current
L2048,2025-05,2025-07,2,Current
L2048,2025-05,2025-08,3,Current
L2048,2025-05,2025-09,4,Current
L2048,2025-05,2025-10,5,Current
L2048,2025-05,2025-11,6,Current
L2048,2025-05,2025-12,7,Current
L2048,2025-05,2026-01,8,Current
L2048,2025-05,2026-02,9,Current
L2048,2025-05,2026-03,10,Current
L2048,2025-05,2026-04,11,Current
L2048,2025-05,2026-05,12,Current
L2048,2025-05,2026-06,13,Current
L2049,2025-05,2025-06,1,Current
L2049,2025-05,2025-07,2,Current
L2049,2025-05,2025-08,3,Current
L2049,2025-05,2025-09,4,30 DPD
L2049,2025-05,2025-10,5,60 DPD
L2049,2025-05,2025-11,6,90 DPD
L2049,2025-05,2025-12,7,NPA
L2049,2025-05,2026-01,8,NPA
L2049,2025-05,2026-02,9,NPA
L2049,2025-05,2026-03,10,NPA
L2049,2025-05,2026-04,11,NPA
L2049,2025-05,2026-05,12,NPA
L2049,2025-05,2026-06,13,NPA
L2050,2025-05,2025-06,1,Current
L2050,2025-05,2025-07,2,Current
L2050,2025-05,2025-08,3,Current
L2050,2025-05,2025-09,4,Current
L2050,2025-05,2025-10,5,Current
L2050,2025-05,2025-11,6,Current
L2050,2025-05,2025-12,7,Current
L2050,2025-05,2026-01,8,Current
L2050,2025-05,2026-02,9,Current
L2050,2025-05,2026-03,10,Current
L2050,2025-05,2026-04,11,Current
L2050,2025-05,2026-05,12,Current
L2050,2025-05,2026-06,13,Current
L2051,2025-05,2025-06,1,Current
L2051,2025-05,2025-07,2,Current
L2051,2025-05,2025-08,3,Current
L2051,2025-05,2025-09,4,Current
L2051,2025-05,2025-10,5,Current
L2051,2025-05,2025-11,6,Current
L2051,2025-05,2025-12,7,Current
L2051,2025-05,2026-01,8,Current
L2051,2025-05,2026-02,9,Current
L2051,2025-05,2026-03,10,Current
L2051,2025-05,2026-04,11,Current
L2051,2025-05,2026-05,12,Current
L2051,2025-05,2026-06,13,Current
L2052,2025-05,2025-06,1,Current
L2052,2025-05,2025-07,2,Current
L2052,2025-05,2025-08,3,30 DPD
L2052,2025-05,2025-09,4,30 DPD
L2052,2025-05,2025-10,5,30 DPD
L2052,2025-05,2025-11,6,60 DPD
L2052,2025-05,2025-12,7,60 DPD
L2052,2025-05,2026-01,8,60 DPD
L2052,2025-05,2026-02,9,60 DPD
L2052,2025-05,2026-03,10,60 DPD
L2052,2025-05,2026-04,11,60 DPD
L2052,2025-05,2026-05,12,90 DPD
L2052,2025-05,2026-06,13,90 DPD
L2053,2025-05,2025-06,1,Current
L2053,2025-05,2025-07,2,Current
L2053,2025-05,2025-08,3,Current
L2053,2025-05,2025-09,4,Current
L2053,2025-05,2025-10,5,Current
L2053,2025-05,2025-11,6,Current
L2053,2025-05,2025-12,7,Current
L2053,2025-05,2026-01,8,Current
L2053,2025-05,2026-02,9,Current
L2053,2025-05,2026-03,10,Current
L2053,2025-05,2026-04,11,Current
L2053,2025-05,2026-05,12,Current
L2053,2025-05,2026-06,13,Current
L2054,2025-05,2025-06,1,Current
L2054,2025-05,2025-07,2,Current
L2054,2025-05,2025-08,3,Current
L2054,2025-05,2025-09,4,Current
L2054,2025-05,2025-10,5,Current
L2054,2025-05,2025-11,6,Current
L2054,2025-05,2025-12,7,Current
L2054,2025-05,2026-01,8,Current
L2054,2025-05,2026-02,9,Current
L2054,2025-05,2026-03,10,Current
L2054,2025-05,2026-04,11,Current
L2054,2025-05,2026-05,12,Current
L2054,2025-05,2026-06,13,Current
L2055,2025-05,2025-06,1,Current
L2055,2025-05,2025-07,2,Current
L2055,2025-05,2025-08,3,Current
L2055,2025-05,2025-09,4,Current
L2055,2025-05,2025-10,5,Current
L2055,2025-05,2025-11,6,Current
L2055,2025-05,2025-12,7,Current
L2055,2025-05,2026-01,8,Current
L2055,2025-05,2026-02,9,Current
L2055,2025-05,2026-03,10,Current
L2055,2025-05,2026-04,11,Current
L2055,2025-05,2026-05,12,Current
L2055,2025-05,2026-06,13,Current
L2056,2025-05,2025-06,1,Current
L2056,2025-05,2025-07,2,Current
L2056,2025-05,2025-08,3,Current
L2056,2025-05,2025-09,4,Current
L2056,2025-05,2025-10,5,Current
L2056,2025-05,2025-11,6,Current
L2056,2025-05,2025-12,7,30 DPD
L2056,2025-05,2026-01,8,30 DPD
L2056,2025-05,2026-02,9,30 DPD
L2056,2025-05,2026-03,10,Current
L2056,2025-05,2026-04,11,Current
L2056,2025-05,2026-05,12,Current
L2056,2025-05,2026-06,13,Current
L2057,2025-05,2025-06,1,Current
L2057,2025-05,2025-07,2,Current
L2057,2025-05,2025-08,3,Current
L2057,2025-05,2025-09,4,Current
L2057,2025-05,2025-10,5,Current
L2057,2025-05,2025-11,6,Current
L2057,2025-05,2025-12,7,Current
L2057,2025-05,2026-01,8,Current
L2057,2025-05,2026-02,9,Current
L2057,2025-05,2026-03,10,Current
L2057,2025-05,2026-04,11,Current
L2057,2025-05,2026-05,12,Current
L2057,2025-05,2026-06,13,Current
L2058,2025-05,2025-06,1,Current
L2058,2025-05,2025-07,2,Current
L2058,2025-05,2025-08,3,Current
L2058,2025-05,2025-09,4,Current
L2058,2025-05,2025-10,5,Current
L2058,2025-05,2025-11,6,Current
L2058,2025-05,2025-12,7,Current
L2058,2025-05,2026-01,8,Current
L2058,2025-05,2026-02,9,Current
L2058,2025-05,2026-03,10,Current
L2058,2025-05,2026-04,11,Current
L2058,2025-05,2026-05,12,Current
L2058,2025-05,2026-06,13,Current
L2059,2025-05,2025-06,1,Current
L2059,2025-05,2025-07,2,Current
L2059,2025-05,2025-08,3,Current
L2059,2025-05,2025-09,4,Current
L2059,2025-05,2025-10,5,Current
L2059,2025-05,2025-11,6,Current
L2059,2025-05,2025-12,7,Current
L2059,2025-05,2026-01,8,Current
L2059,2025-05,2026-02,9,Current
L2059,2025-05,2026-03,10,Current
L2059,2025-05,2026-04,11,Current
L2059,2025-05,2026-05,12,Current
L2059,2025-05,2026-06,13,Current
L2060,2025-05,2025-06,1,Current
L2060,2025-05,2025-07,2,Current
L2060,2025-05,2025-08,3,Current
L2060,2025-05,2025-09,4,Current
L2060,2025-05,2025-10,5,Current
L2060,2025-05,2025-11,6,Current
L2060,2025-05,2025-12,7,Current
L2060,2025-05,2026-01,8,Current
L2060,2025-05,2026-02,9,Current
L2060,2025-05,2026-03,10,Current
L2060,2025-05,2026-04,11,Current
L2060,2025-05,2026-05,12,Current
L2060,2025-05,2026-06,13,Current
L2061,2025-05,2025-06,1,Current
L2061,2025-05,2025-07,2,Current
L2061,2025-05,2025-08,3,Current
L2061,2025-05,2025-09,4,Current
L2061,2025-05,2025-10,5,Current
L2061,2025-05,2025-11,6,Current
L2061,2025-05,2025-12,7,Current
L2061,2025-05,2026-01,8,Current
L2061,2025-05,2026-02,9,Current
L2061,2025-05,2026-03,10,Current
L2061,2025-05,2026-04,11,Current
L2061,2025-05,2026-05,12,Current
L2061,2025-05,2026-06,13,Current
L2062,2025-05,2025-06,1,Current
L2062,2025-05,2025-07,2,Current
L2062,2025-05,2025-08,3,Current
L2062,2025-05,2025-09,4,Current
L2062,2025-05,2025-10,5,Current
L2062,2025-05,2025-11,6,Current
L2062,2025-05,2025-12,7,Current
L2062,2025-05,2026-01,8,Current
L2062,2025-05,2026-02,9,Current
L2062,2025-05,2026-03,10,Current
L2062,2025-05,2026-04,11,Current
L2062,2025-05,2026-05,12,Current
L2062,2025-05,2026-06,13,Current
L2063,2025-05,2025-06,1,Current
L2063,2025-05,2025-07,2,Current
L2063,2025-05,2025-08,3,Current
L2063,2025-05,2025-09,4,Current
L2063,2025-05,2025-10,5,Current
L2063,2025-05,2025-11,6,Current
L2063,2025-05,2025-12,7,Current
L2063,2025-05,2026-01,8,Current
L2063,2025-05,2026-02,9,Current
L2063,2025-05,2026-03,10,Current
L2063,2025-05,2026-04,11,Current
L2063,2025-05,2026-05,12,Current
L2063,2025-05,2026-06,13,Current
L2064,2025-05,2025-06,1,Current
L2064,2025-05,2025-07,2,Current
L2064,2025-05,2025-08,3,Current
L2064,2025-05,2025-09,4,Current
L2064,2025-05,2025-10,5,Current
L2064,2025-05,2025-11,6,Current
L2064,2025-05,2025-12,7,Current
L2064,2025-05,2026-01,8,Current
L2064,2025-05,2026-02,9,Current
L2064,2025-05,2026-03,10,Current
L2064,2025-05,2026-04,11,Current
L2064,2025-05,2026-05,12,Current
L2064,2025-05,2026-06,13,Current
L2065,2025-05,2025-06,1,Current
L2065,2025-05,2025-07,2,Current
L2065,2025-05,2025-08,3,Current
L2065,2025-05,2025-09,4,Current
L2065,2025-05,2025-10,5,Current
L2065,2025-05,2025-11,6,Current
L2065,2025-05,2025-12,7,Current
L2065,2025-05,2026-01,8,Current
L2065,2025-05,2026-02,9,Current
L2065,2025-05,2026-03,10,Current
L2065,2025-05,2026-04,11,Current
L2065,2025-05,2026-05,12,Current
L2065,2025-05,2026-06,13,Current
L2066,2025-05,2025-06,1,Current
L2066,2025-05,2025-07,2,Current
L2066,2025-05,2025-08,3,Current
L2066,2025-05,2025-09,4,Current
L2066,2025-05,2025-10,5,Current
L2066,2025-05,2025-11,6,Current
L2066,2025-05,2025-12,7,Current
L2066,2025-05,2026-01,8,Current
L2066,2025-05,2026-02,9,Current
L2066,2025-05,2026-03,10,Current
L2066,2025-05,2026-04,11,Current
L2066,2025-05,2026-05,12,Current
L2066,2025-05,2026-06,13,Current
L2067,2025-05,2025-06,1,Current
L2067,2025-05,2025-07,2,Current
L2067,2025-05,2025-08,3,Current
L2067,2025-05,2025-09,4,Current
L2067,2025-05,2025-10,5,Current
L2067,2025-05,2025-11,6,Current
L2067,2025-05,2025-12,7,Current
L2067,2025-05,2026-01,8,Current
L2067,2025-05,2026-02,9,Current
L2067,2025-05,2026-03,10,30 DPD
L2067,2025-05,2026-04,11,30 DPD
L2067,2025-05,2026-05,12,30 DPD
L2067,2025-05,2026-06,13,30 DPD
L2068,2025-05,2025-06,1,Current
L2068,2025-05,2025-07,2,Current
L2068,2025-05,2025-08,3,Current
L2068,2025-05,2025-09,4,Current
L2068,2025-05,2025-10,5,Current
L2068,2025-05,2025-11,6,Current
L2068,2025-05,2025-12,7,Current
L2068,2025-05,2026-01,8,Current
L2068,2025-05,2026-02,9,Current
L2068,2025-05,2026-03,10,Current
L2068,2025-05,2026-04,11,Current
L2068,2025-05,2026-05,12,Current
L2068,2025-05,2026-06,13,Current
L2069,2025-05,2025-06,1,Current
L2069,2025-05,2025-07,2,Current
L2069,2025-05,2025-08,3,Current
L2069,2025-05,2025-09,4,Current
L2069,2025-05,2025-10,5,Current
L2069,2025-05,2025-11,6,Current
L2069,2025-05,2025-12,7,Current
L2069,2025-05,2026-01,8,Current
L2069,2025-05,2026-02,9,Current
L2069,2025-05,2026-03,10,Current
L2069,2025-05,2026-04,11,Current
L2069,2025-05,2026-05,12,Current
L2069,2025-05,2026-06,13,Current
L2070,2025-05,2025-06,1,Current
L2070,2025-05,2025-07,2,Current
L2070,2025-05,2025-08,3,Current
L2070,2025-05,2025-09,4,Current
L2070,2025-05,2025-10,5,30 DPD
L2070,2025-05,2025-11,6,60 DPD
L2070,2025-05,2025-12,7,90 DPD
L2070,2025-05,2026-01,8,NPA
L2070,2025-05,2026-02,9,NPA
L2070,2025-05,2026-03,10,NPA
L2070,2025-05,2026-04,11,NPA
L2070,2025-05,2026-05,12,NPA
L2070,2025-05,2026-06,13,NPA
L2071,2025-05,2025-06,1,Current
L2071,2025-05,2025-07,2,Current
L2071,2025-05,2025-08,3,Current
L2071,2025-05,2025-09,4,Current
L2071,2025-05,2025-10,5,Current
L2071,2025-05,2025-11,6,Current
L2071,2025-05,2025-12,7,30 DPD
L2071,2025-05,2026-01,8,Current
L2071,2025-05,2026-02,9,Current
L2071,2025-05,2026-03,10,Current
L2071,2025-05,2026-04,11,Current
L2071,2025-05,2026-05,12,Current
L2071,2025-05,2026-06,13,30 DPD
L2072,2025-05,2025-06,1,Current
L2072,2025-05,2025-07,2,Current
L2072,2025-05,2025-08,3,Current
L2072,2025-05,2025-09,4,Current
L2072,2025-05,2025-10,5,Current
L2072,2025-05,2025-11,6,Current
L2072,2025-05,2025-12,7,Current
L2072,2025-05,2026-01,8,Current
L2072,2025-05,2026-02,9,Current
L2072,2025-05,2026-03,10,Current
L2072,2025-05,2026-04,11,30 DPD
L2072,2025-05,2026-05,12,30 DPD
L2072,2025-05,2026-06,13,Current
L2073,2025-05,2025-06,1,Current
L2073,2025-05,2025-07,2,Current
L2073,2025-05,2025-08,3,Current
L2073,2025-05,2025-09,4,Current
L2073,2025-05,2025-10,5,Current
L2073,2025-05,2025-11,6,Current
L2073,2025-05,2025-12,7,Current
L2073,2025-05,2026-01,8,Current
L2073,2025-05,2026-02,9,Current
L2073,2025-05,2026-03,10,Current
L2073,2025-05,2026-04,11,Current
L2073,2025-05,2026-05,12,Current
L2073,2025-05,2026-06,13,Current
L2074,2025-05,2025-06,1,Current
L2074,2025-05,2025-07,2,Current
L2074,2025-05,2025-08,3,Current
L2074,2025-05,2025-09,4,Current
L2074,2025-05,2025-10,5,Current
L2074,2025-05,2025-11,6,Current
L2074,2025-05,2025-12,7,Current
L2074,2025-05,2026-01,8,Current
L2074,2025-05,2026-02,9,Current
L2074,2025-05,2026-03,10,Current
L2074,2025-05,2026-04,11,Current
L2074,2025-05,2026-05,12,Current
L2074,2025-05,2026-06,13,Current
L2075,2025-05,2025-06,1,Current
L2075,2025-05,2025-07,2,30 DPD
L2075,2025-05,2025-08,3,30 DPD
L2075,2025-05,2025-09,4,30 DPD
L2075,2025-05,2025-10,5,30 DPD
L2075,2025-05,2025-11,6,30 DPD
L2075,2025-05,2025-12,7,60 DPD
L2075,2025-05,2026-01,8,60 DPD
L2075,2025-05,2026-02,9,60 DPD
L2075,2025-05,2026-03,10,60 DPD
L2075,2025-05,2026-04,11,60 DPD
L2075,2025-05,2026-05,12,60 DPD
L2075,2025-05,2026-06,13,60 DPD
L2076,2025-05,2025-06,1,Current
L2076,2025-05,2025-07,2,Current
L2076,2025-05,2025-08,3,Current
L2076,2025-05,2025-09,4,Current
L2076,2025-05,2025-10,5,Current
L2076,2025-05,2025-11,6,Current
L2076,2025-05,2025-12,7,Current
L2076,2025-05,2026-01,8,Current
L2076,2025-05,2026-02,9,Current
L2076,2025-05,2026-03,10,Current
L2076,2025-05,2026-04,11,Current
L2076,2025-05,2026-05,12,Current
L2076,2025-05,2026-06,13,Current
L2077,2025-05,2025-06,1,Current
L2077,2025-05,2025-07,2,Current
L2077,2025-05,2025-08,3,Current
L2077,2025-05,2025-09,4,Current
L2077,2025-05,2025-10,5,Current
L2077,2025-05,2025-11,6,Current
L2077,2025-05,2025-12,7,Current
L2077,2025-05,2026-01,8,Current
L2077,2025-05,2026-02,9,Current
L2077,2025-05,2026-03,10,Current
L2077,2025-05,2026-04,11,Current
L2077,2025-05,2026-05,12,Current
L2077,2025-05,2026-06,13,Current
L2078,2025-05,2025-06,1,Current
L2078,2025-05,2025-07,2,Current
L2078,2025-05,2025-08,3,Current
L2078,2025-05,2025-09,4,Current
L2078,2025-05,2025-10,5,Current
L2078,2025-05,2025-11,6,Current
L2078,2025-05,2025-12,7,Current
L2078,2025-05,2026-01,8,Current
L2078,2025-05,2026-02,9,Current
L2078,2025-05,2026-03,10,Current
L2078,2025-05,2026-04,11,Current
L2078,2025-05,2026-05,12,Current
L2078,2025-05,2026-06,13,Current
L2079,2025-05,2025-06,1,Current
L2079,2025-05,2025-07,2,Current
L2079,2025-05,2025-08,3,Current
L2079,2025-05,2025-09,4,30 DPD
L2079,2025-05,2025-10,5,Current
L2079,2025-05,2025-11,6,Current
L2079,2025-05,2025-12,7,Current
L2079,2025-05,2026-01,8,Current
L2079,2025-05,2026-02,9,Current
L2079,2025-05,2026-03,10,Current
L2079,2025-05,2026-04,11,Current
L2079,2025-05,2026-05,12,Current
L2079,2025-05,2026-06,13,Current
L2080,2025-05,2025-06,1,Current
L2080,2025-05,2025-07,2,Current
L2080,2025-05,2025-08,3,Current
L2080,2025-05,2025-09,4,Current
L2080,2025-05,2025-10,5,Current
L2080,2025-05,2025-11,6,Current
L2080,2025-05,2025-12,7,Current
L2080,2025-05,2026-01,8,Current
L2080,2025-05,2026-02,9,30 DPD
L2080,2025-05,2026-03,10,60 DPD
L2080,2025-05,2026-04,11,Current
L2080,2025-05,2026-05,12,Current
L2080,2025-05,2026-06,13,Current
L2081,2025-05,2025-06,1,Current
L2081,2025-05,2025-07,2,Current
L2081,2025-05,2025-08,3,Current
L2081,2025-05,2025-09,4,Current
L2081,2025-05,2025-10,5,Current
L2081,2025-05,2025-11,6,Current
L2081,2025-05,2025-12,7,Current
L2081,2025-05,2026-01,8,Current
L2081,2025-05,2026-02,9,Current
L2081,2025-05,2026-03,10,Current
L2081,2025-05,2026-04,11,Current
L2081,2025-05,2026-05,12,Current
L2081,2025-05,2026-06,13,Current
L2082,2025-05,2025-06,1,30 DPD
L2082,2025-05,2025-07,2,30 DPD
L2082,2025-05,2025-08,3,60 DPD
L2082,2025-05,2025-09,4,Current
L2082,2025-05,2025-10,5,Current
L2082,2025-05,2025-11,6,Current
L2082,2025-05,2025-12,7,Current
L2082,2025-05,2026-01,8,Current
L2082,2025-05,2026-02,9,Current
L2082,2025-05,2026-03,10,Current
L2082,2025-05,2026-04,11,Current
L2082,2025-05,2026-05,12,Current
L2082,2025-05,2026-06,13,Current
L2083,2025-05,2025-06,1,Current
L2083,2025-05,2025-07,2,Current
L2083,2025-05,2025-08,3,Current
L2083,2025-05,2025-09,4,Current
L2083,2025-05,2025-10,5,Current
L2083,2025-05,2025-11,6,Current
L2083,2025-05,2025-12,7,Current
L2083,2025-05,2026-01,8,30 DPD
L2083,2025-05,2026-02,9,30 DPD
L2083,2025-05,2026-03,10,30 DPD
L2083,2025-05,2026-04,11,60 DPD
L2083,2025-05,2026-05,12,Current
L2083,2025-05,2026-06,13,Current
L2084,2025-05,2025-06,1,Current
L2084,2025-05,2025-07,2,Current
L2084,2025-05,2025-08,3,Current
L2084,2025-05,2025-09,4,Current
L2084,2025-05,2025-10,5,Current
L2084,2025-05,2025-11,6,Current
L2084,2025-05,2025-12,7,Current
L2084,2025-05,2026-01,8,Current
L2084,2025-05,2026-02,9,Current
L2084,2025-05,2026-03,10,Current
L2084,2025-05,2026-04,11,Current
